,name,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,car_age,company,full_name
171,800 Std,40000,40000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4,26,Maruti,Maruti 800 Std
172,Ritz VDi,220000,120000,Diesel,Individual,Manual,First Owner,21.1,1248.0,73.9,5,15,Maruti,Maruti Ritz VDi
173,Grand i10 Magna,425000,70000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5,10,Hyundai,Hyundai Grand i10 Magna
174,Ameo 1.0 MPI Trendline,480000,13000,Petrol,Individual,Manual,First Owner,19.44,999.0,75.0,5,6,Volkswagen,Volkswagen Ameo 1.0 MPI Trendline
175,Grand i10 Sportz,400000,60000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5,11,Hyundai,Hyundai Grand i10 Sportz
176,Swift Dzire VXI,487000,35000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5,11,Maruti,Maruti Swift Dzire VXI
177,Xcent 1.2 Kappa S,386000,44000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,82.0,5,9,Hyundai,Hyundai Xcent 1.2 Kappa S
178,City 1.5 EXI,100000,120000,Petrol,Individual,Manual,Second Owner,13.0,1493.0,100.0,5,20,Honda,Honda City 1.5 EXI
179,Corolla Altis Diesel D4DG,300000,60000,Diesel,Individual,Manual,First Owner,21.43,1364.0,87.2,5,15,Toyota,Toyota Corolla Altis Diesel D4DG
180,Matiz SD,100000,60000,Petrol,Individual,Manual,First Owner,18.5,796.0,53.0,5,25,Daewoo,Daewoo Matiz SD
181,Fortuner 4x2 Manual,1750000,30000,Diesel,Individual,Manual,Second Owner,13.0,2982.0,168.5,7,11,Toyota,Toyota Fortuner 4x2 Manual
182,KUV 100 mFALCON G80 K8,450000,15000,Petrol,Individual,Manual,Second Owner,18.15,1198.0,82.0,6,9,Mahindra,Mahindra KUV 100 mFALCON G80 K8
183,Zest Quadrajet 1.3 75PS XM,490000,90000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5,8,Tata,Tata Zest Quadrajet 1.3 75PS XM
184,City 1.5 S MT,345000,47000,Petrol,Individual,Manual,Second Owner,17.0,1497.0,118.0,5,16,Honda,Honda City 1.5 S MT
185,Zen LXI,85000,90000,Petrol,Individual,Manual,First Owner,17.3,993.0,60.0,5,20,Maruti,Maruti Zen LXI
186,Wagon R VXI BS IV with ABS,215000,120600,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5,15,Maruti,Maruti Wagon R VXI BS IV with ABS
187,Verna Transform SX VTVT,320000,100000,Petrol,Individual,Manual,Third Owner,16.2,1599.0,103.2,5,15,Hyundai,Hyundai Verna Transform SX VTVT
188,Swift Dzire VXI,459999,60000,Petrol,Individual,Manual,Second Owner,20.85,1197.0,83.14,5,9,Maruti,Maruti Swift Dzire VXI
189,Getz GLS,65000,86000,Petrol,Individual,Manual,First Owner,15.3,1341.0,83.0,5,20,Hyundai,Hyundai Getz GLS
190,Elite i20 Sportz Plus BSIV,720000,5000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5,5,Hyundai,Hyundai Elite i20 Sportz Plus BSIV
191,Ciaz 1.3 Alpha,800000,37000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5,8,Maruti,Maruti Ciaz 1.3 Alpha
192,Tigor 1.2 Revotron XZ,520000,14000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5,6,Tata,Tata Tigor 1.2 Revotron XZ
193,Ertiga VDI,580000,70000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7,10,Maruti,Maruti Ertiga VDI
194,City i VTEC S,600000,50000,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5,10,Honda,Honda City i VTEC S
195,Brio S MT,290000,60000,Petrol,Individual,Manual,Second Owner,19.4,1198.0,86.8,5,11,Honda,Honda Brio S MT
196,Wagon R LXI CNG,360000,50000,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,5,9,Maruti,Maruti Wagon R LXI CNG
197,Swift Dzire VXI,550000,50000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5,8,Maruti,Maruti Swift Dzire VXI
198,i20 Sportz 1.2,375000,70000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5,12,Hyundai,Hyundai i20 Sportz 1.2
199,Wagon R AMT VXI,420000,35000,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5,7,Maruti,Maruti Wagon R AMT VXI
200,Swift Dzire VXI 1.2,550000,20000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5,8,Maruti,Maruti Swift Dzire VXI 1.2
201,Alto 800 LXI,270000,20000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5,7,Maruti,Maruti Alto 800 LXI
202,Swift Dzire AMT VXI BS IV,700000,7800,Petrol,Individual,Automatic,First Owner,22.0,1197.0,81.8,5,7,Maruti,Maruti Swift Dzire AMT VXI BS IV
203,Swift VXI Optional,500000,20000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5,8,Maruti,Maruti Swift VXI Optional
204,Hexa XE,1250000,15000,Diesel,Individual,Manual,First Owner,17.6,2179.0,147.94,7,6,Tata,Tata Hexa XE
205,i20 Magna,320000,31377,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5,12,Hyundai,Hyundai i20 Magna
206,Swift Dzire VDI,700000,50000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5,7,Maruti,Maruti Swift Dzire VDI
207,Wagon R VXI BS IV,290000,60000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5,10,Maruti,Maruti Wagon R VXI BS IV
208,Corolla Altis 1.8 VL AT,550000,100000,Petrol,Individual,Automatic,First Owner,14.53,1794.0,138.1,5,13,Toyota,Toyota Corolla Altis 1.8 VL AT
209,Brio S MT,265000,60000,Petrol,Individual,Manual,First Owner,19.4,1198.0,86.8,5,13,Honda,Honda Brio S MT
210,Baleno Alpha Automatic,830000,5000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5,7,Maruti,Maruti Baleno Alpha Automatic
211,Safari Storme EX,800000,60000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7,8,Tata,Tata Safari Storme EX
212,Alto LXi,160000,25000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5,14,Maruti,Maruti Alto LXi
213,KWID RXT,335000,30000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5,7,Renault,Renault KWID RXT
214,GO T BSIV,329000,80000,Petrol,Individual,Manual,Second Owner,20.63,1198.0,67.0,5,8,Datsun,Datsun GO T BSIV
215,Vitara Brezza VDi Option,775000,75000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5,8,Maruti,Maruti Vitara Brezza VDi Option
216,Xcent 1.2 VTVT SX,524000,32000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5,5,Hyundai,Hyundai Xcent 1.2 VTVT SX
217,Alto 800 LXI,245000,40000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5,10,Maruti,Maruti Alto 800 LXI
218,i20 1.2 Sportz,275000,93000,Petrol,Individual,Manual,Second Owner,17.0,1197.0,80.0,5,13,Hyundai,Hyundai i20 1.2 Sportz
219,Zest Revotron 1.2 XT,520000,60000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5,7,Tata,Tata Zest Revotron 1.2 XT
220,Sunny XL,550000,37000,Petrol,Individual,Manual,First Owner,16.95,1498.0,97.7,5,11,Nissan,Nissan Sunny XL
221,EcoSport 1.5 Petrol Titanium Plus BSIV,910000,15000,Petrol,Individual,Manual,First Owner,17.0,1497.0,121.36,5,7,Ford,Ford EcoSport 1.5 Petrol Titanium Plus BSIV
222,Micra Active XV S,300000,80000,Petrol,Individual,Manual,First Owner,19.49,1198.0,67.04,5,10,Nissan,Nissan Micra Active XV S
223,Wagon R LXI Optional,350000,140000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5,9,Maruti,Maruti Wagon R LXI Optional
224,Ssangyong Rexton RX5,900000,70000,Diesel,Individual,Manual,First Owner,12.83,2696.0,162.0,7,12,Mahindra,Mahindra Ssangyong Rexton RX5
225,Quanto C8,300000,120000,Diesel,Individual,Manual,Second Owner,17.21,1493.0,100.0,7,12,Mahindra,Mahindra Quanto C8
226,Ritz LDi,250000,110000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,5,15,Maruti,Maruti Ritz LDi
227,Creta 1.6 CRDi SX Plus Dual Tone,1100000,37000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5,8,Hyundai,Hyundai Creta 1.6 CRDi SX Plus Dual Tone
228,KWID RXT,270000,44000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5,9,Renault,Renault KWID RXT
229,Ertiga VDI,640000,80000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7,10,Maruti,Maruti Ertiga VDI
230,XUV500 W4,650000,125000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7,10,Mahindra,Mahindra XUV500 W4
231,Eeco 5 Seater AC BSIV,409999,13500,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5,8,Maruti,Maruti Eeco 5 Seater AC BSIV
232,Santro Xing GLS,165000,75000,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5,14,Hyundai,Hyundai Santro Xing GLS
233,Accent GLE,80000,120000,Petrol,Individual,Manual,Second Owner,13.2,1495.0,94.0,5,18,Hyundai,Hyundai Accent GLE
234,XUV500 W8 2WD,535000,120000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7,13,Mahindra,Mahindra XUV500 W8 2WD
235,Innova 2.5 EV (Diesel) PS 7 Seater BS IV,700000,70000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.57,7,12,Toyota,Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV
236,Swift Dzire VDI,550000,70000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5,12,Maruti,Maruti Swift Dzire VDI
237,Amaze S CVT Petrol BSIV,680000,15000,Petrol,Individual,Automatic,First Owner,19.0,1199.0,88.76,5,6,Honda,Honda Amaze S CVT Petrol BSIV
238,i10 Sportz 1.2,200000,53000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5,16,Hyundai,Hyundai i10 Sportz 1.2
239,Swift Dzire VDI,500000,120000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5,11,Maruti,Maruti Swift Dzire VDI
240,Ertiga SHVS ZDI Plus,1000000,70000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7,9,Maruti,Maruti Ertiga SHVS ZDI Plus
241,Getz 1.3 GVS,110000,120000,Petrol,Individual,Manual,Second Owner,14.2,1341.0,82.9,5,17,Hyundai,Hyundai Getz 1.3 GVS
242,i20 1.2 Magna,320000,100000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,80.0,5,13,Hyundai,Hyundai i20 1.2 Magna
243,Swift LXI Optional-O,350000,100000,Petrol,Individual,Manual,First Owner,20.4,1197.0,83.11,5,10,Maruti,Maruti Swift LXI Optional-O
244,Indica Vista TDI LS,170000,162500,Diesel,Individual,Manual,First Owner,19.4,1405.0,70.0,5,12,Tata,Tata Indica Vista TDI LS
245,i20 2015-2017 Asta 1.4 CRDi,800000,39000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5,8,Hyundai,Hyundai i20 2015-2017 Asta 1.4 CRDi
246,Ignis 1.3 Alpha,500000,75000,Diesel,Individual,Manual,First Owner,26.8,1248.0,74.0,5,8,Maruti,Maruti Ignis 1.3 Alpha
247,Hexa XTA,1380000,50000,Diesel,Individual,Automatic,First Owner,17.6,2179.0,153.86,7,8,Tata,Tata Hexa XTA
248,Marazzo M6 8Str,1300000,40000,Diesel,Individual,Manual,First Owner,17.3,1497.0,121.0,8,6,Mahindra,Mahindra Marazzo M6 8Str
249,Verna 1.6 CRDI,530000,92500,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.3,5,12,Hyundai,Hyundai Verna 1.6 CRDI
250,Swift Dzire VDI,360000,158000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5,13,Maruti,Maruti Swift Dzire VDI
251,Swift Dzire LDi,310000,120000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5,13,Maruti,Maruti Swift Dzire LDi
252,City i DTEC V,725000,50000,Diesel,Individual,Manual,Second Owner,26.0,1498.0,98.6,5,10,Honda,Honda City i DTEC V
253,Swift Dzire ZDi,340000,110000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5,13,Maruti,Maruti Swift Dzire ZDi
254,Xcent 1.2 CRDi E,550000,2000,Diesel,Individual,Manual,Second Owner,25.4,1186.0,73.97,5,8,Hyundai,Hyundai Xcent 1.2 CRDi E
255,Fortuner 3.0 Diesel,1150000,181000,Diesel,Individual,Manual,Second Owner,11.5,2982.0,171.0,7,14,Toyota,Toyota Fortuner 3.0 Diesel
256,Tiago 1.05 Revotorq XZ,380000,70000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5,9,Tata,Tata Tiago 1.05 Revotorq XZ
257,Sunny XL AT Special Edition,350000,90000,Petrol,Individual,Automatic,Second Owner,17.97,1498.0,99.6,5,12,Nissan,Nissan Sunny XL AT Special Edition
258,Elite i20 Magna Plus BSIV,610000,2000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5,6,Hyundai,Hyundai Elite i20 Magna Plus BSIV
259,Swift Dzire VXI,525000,20000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5,10,Maruti,Maruti Swift Dzire VXI
260,Innova 2.5 GX 7 STR,480000,120000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,7,14,Toyota,Toyota Innova 2.5 GX 7 STR
261,Thar CRDe,780000,35000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,6,8,Mahindra,Mahindra Thar CRDe
262,Swift Dzire ZDi,320000,193000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5,13,Maruti,Maruti Swift Dzire ZDi
263,Swift 1.2 DLX (Only Delhi),375000,80000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5,11,Maruti,Maruti Swift 1.2 DLX (Only Delhi)
264,GO D Petrol,300000,40000,Petrol,Individual,Manual,First Owner,19.02,1198.0,67.05,5,6,Datsun,Datsun GO D Petrol
265,i20 Asta 1.4 CRDi,500000,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.54,1396.0,88.73,5,10,Hyundai,Hyundai i20 Asta 1.4 CRDi
266,Scorpio LX,404000,122358,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,9,14,Mahindra,Mahindra Scorpio LX
267,Sumo Gold EX BSIII,500000,75000,Diesel,Individual,Manual,First Owner,14.07,2956.0,69.01,7,10,Tata,Tata Sumo Gold EX BSIII
268,Tiago Wizz 1.05 Revotorq,350000,120000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5,8,Tata,Tata Tiago Wizz 1.05 Revotorq
269,Zest Revotron 1.2 XT,380000,40000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5,10,Tata,Tata Zest Revotron 1.2 XT
270,Accent GLE,114999,95200,Petrol,Individual,Manual,Third Owner,13.2,1495.0,94.0,5,17,Hyundai,Hyundai Accent GLE
271,Brio Exclusive Edition,335000,33033,Petrol,Dealer,Manual,First Owner,19.4,1198.0,86.8,5,11,Honda,Honda Brio Exclusive Edition
272,Grand i10 AT Asta,465000,63063,Petrol,Dealer,Automatic,First Owner,18.9,1197.0,82.0,5,10,Hyundai,Hyundai Grand i10 AT Asta
273,Manza Club Class Quadrajet90 LX,290000,60000,Diesel,Individual,Manual,First Owner,21.02,1248.0,88.76,5,13,Tata,Tata Manza Club Class Quadrajet90 LX
274,Alto LX,110000,45000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5,20,Maruti,Maruti Alto LX
275,New Safari DICOR 2.2 EX 4x2,450000,80000,Diesel,Individual,Manual,Third Owner,11.57,2179.0,138.1,7,14,Tata,Tata New Safari DICOR 2.2 EX 4x2
276,Bolero SLE,400000,170000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7,16,Mahindra,Mahindra Bolero SLE
277,Bolero DI DX 7 Seater,210000,207890,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7,18,Mahindra,Mahindra Bolero DI DX 7 Seater
278,GL-Class 220d 4MATIC Sport,4600000,7976,Diesel,Individual,Automatic,First Owner,17.9,2143.0,170.0,5,7,Mercedes-Benz,Mercedes-Benz GL-Class 220d 4MATIC Sport
279,Omni E MPI STD BS IV,220000,35000,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,8,9,Maruti,Maruti Omni E MPI STD BS IV
280,Grand i10 Sportz,450000,35000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5,8,Hyundai,Hyundai Grand i10 Sportz
282,i10 Sportz AT,290000,50000,Petrol,Individual,Automatic,First Owner,16.95,1197.0,78.9,5,12,Hyundai,Hyundai i10 Sportz AT
283,Swift VXI Deca,520000,20000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5,9,Maruti,Maruti Swift VXI Deca
284,i10 Sportz AT,265000,20000,Petrol,Individual,Automatic,First Owner,16.95,1197.0,78.9,5,14,Hyundai,Hyundai i10 Sportz AT
285,Swift VXI,330000,50000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,5,13,Maruti,Maruti Swift VXI
287,Bolero 2011-2019 ZLX,509999,120000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7,11,Mahindra,Mahindra Bolero 2011-2019 ZLX
288,Verna 1.6 SX VTVT (O),500000,70000,Petrol,Individual,Manual,First Owner,17.1,1591.0,121.3,5,11,Hyundai,Hyundai Verna 1.6 SX VTVT (O)
289,i20 Active 1.2,525000,50000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5,10,Hyundai,Hyundai i20 Active 1.2
290,Baleno Zeta,675000,16500,Petrol,Individual,Manual,First Owner,21.01,1197.0,81.8,5,6,Maruti,Maruti Baleno Zeta
291,i20 1.2 Asta,300000,70000,Petrol,Individual,Manual,First Owner,17.0,1197.0,80.0,5,15,Hyundai,Hyundai i20 1.2 Asta
292,Alto LXI,90000,99361,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5,20,Maruti,Maruti Alto LXI
293,Swift Dzire VDI,650000,25000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5,8,Maruti,Maruti Swift Dzire VDI
294,Swift Dzire VXI,409000,70000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5,11,Maruti,Maruti Swift Dzire VXI
295,Grand i10 CRDi Sportz,395000,80000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5,10,Hyundai,Hyundai Grand i10 CRDi Sportz
296,Swift Dzire VXI,400000,70000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5,11,Maruti,Maruti Swift Dzire VXI
297,Beat LS,120000,60000,Petrol,Individual,Manual,Third Owner,18.6,1199.0,79.4,5,13,Chevrolet,Chevrolet Beat LS
298,Tigor 1.2 Revotron XZA,645000,10000,Petrol,Individual,Automatic,First Owner,20.3,1199.0,84.0,5,7,Tata,Tata Tigor 1.2 Revotron XZA
299,800 Std,81000,80000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4,19,Maruti,Maruti 800 Std
300,City i-DTEC VX,1300000,30000,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5,8,Honda,Honda City i-DTEC VX
301,City i-DTEC VX,1250000,33000,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5,8,Honda,Honda City i-DTEC VX
302,Ertiga VXI,535000,90000,Petrol,Individual,Manual,Third Owner,16.02,1373.0,93.7,7,12,Maruti,Maruti Ertiga VXI
303,Terrano XV Premium 110 PS,555000,80100,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.5,5,11,Nissan,Nissan Terrano XV Premium 110 PS
304,City i VTEC VX,725000,120000,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5,11,Honda,Honda City i VTEC VX
305,KWID RXL,229999,40000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5,9,Renault,Renault KWID RXL
306,Innova 2.5 GX (Diesel) 8 Seater,800000,160000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,8,12,Toyota,Toyota Innova 2.5 GX (Diesel) 8 Seater
307,Wagon R VXI BS IV,409999,47000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5,8,Maruti,Maruti Wagon R VXI BS IV
308,Creta 1.4 CRDi S Plus,1210000,25000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5,7,Hyundai,Hyundai Creta 1.4 CRDi S Plus
309,Tiago 1.2 Revotron XZ,400000,26000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5,8,Tata,Tata Tiago 1.2 Revotron XZ
310,Grand i10 1.2 CRDi Sportz,520000,29000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5,7,Hyundai,Hyundai Grand i10 1.2 CRDi Sportz
311,Baleno Zeta Automatic,650000,50000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5,9,Maruti,Maruti Baleno Zeta Automatic
312,Swift ZXI ABS,325000,58000,Petrol,Individual,Manual,Third Owner,16.1,1298.0,88.2,5,14,Maruti,Maruti Swift ZXI ABS
313,Swift Dzire VXi AT,420000,120000,Petrol,Individual,Automatic,First Owner,17.4,1197.0,85.8,5,13,Maruti,Maruti Swift Dzire VXi AT
314,Swift LXI Option,400000,50000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5,11,Maruti,Maruti Swift LXI Option
315,i20 1.2 Asta,254999,80000,Petrol,Individual,Manual,Fourth & Above Owner,17.0,1197.0,80.0,5,15,Hyundai,Hyundai i20 1.2 Asta
316,Zen LXI,65000,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993.0,60.0,5,22,Maruti,Maruti Zen LXI
317,Celerio LXI,351000,36000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5,8,Maruti,Maruti Celerio LXI
318,Innova 2.5 V Diesel 8-seater,404000,120000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8,18,Toyota,Toyota Innova 2.5 V Diesel 8-seater
319,Ritz LDi,185000,185000,Diesel,Individual,Manual,Third Owner,21.1,1248.0,73.9,5,14,Maruti,Maruti Ritz LDi
320,Micra Diesel XV,250000,50000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5,14,Nissan,Nissan Micra Diesel XV
321,Zen LXI,60000,100000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993.0,60.0,5,23,Maruti,Maruti Zen LXI
322,Verna 1.6 SX VTVT (O),500000,50000,Petrol,Individual,Manual,Second Owner,17.1,1591.0,121.3,5,12,Hyundai,Hyundai Verna 1.6 SX VTVT (O)
323,Zen Estilo LXI BSIII,85000,80000,Petrol,Individual,Manual,Second Owner,18.2,998.0,67.1,5,18,Maruti,Maruti Zen Estilo LXI BSIII
324,Alto LX,85000,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,5,20,Maruti,Maruti Alto LX
325,Swift Dzire ZDi,265000,90000,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248.0,73.9,5,14,Maruti,Maruti Swift Dzire ZDi
326,A-Star Vxi,130000,162000,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,5,15,Maruti,Maruti A-Star Vxi
327,Ertiga VDI,480000,110000,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.76,7,12,Maruti,Maruti Ertiga VDI
328,Swift Ldi BSIII,170000,120000,Diesel,Individual,Manual,Third Owner,17.8,1248.0,75.0,5,17,Maruti,Maruti Swift Ldi BSIII
329,Micra Diesel XV,275000,45000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5,14,Nissan,Nissan Micra Diesel XV
330,Wagon R LXI,89000,90000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5,20,Maruti,Maruti Wagon R LXI
331,Figo Diesel Titanium,170000,90000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5,15,Ford,Ford Figo Diesel Titanium
332,XUV300 W8 Option BSIV,1090000,16500,Petrol,Dealer,Manual,First Owner,17.0,1197.0,110.0,5,6,Mahindra,Mahindra XUV300 W8 Option BSIV
333,Creta 1.6 CRDi AT SX Plus,1100000,67000,Diesel,Individual,Automatic,First Owner,17.01,1582.0,126.2,5,8,Hyundai,Hyundai Creta 1.6 CRDi AT SX Plus
334,Swift VXI BSIV,610000,52000,Petrol,Dealer,Manual,First Owner,22.0,1197.0,81.8,5,7,Maruti,Maruti Swift VXI BSIV
335,GO T Option BSIV,335000,40000,Petrol,Dealer,Manual,First Owner,20.63,1198.0,67.0,5,9,Datsun,Datsun GO T Option BSIV
336,Grand i10 Asta,434999,40000,Petrol,Dealer,Manual,First Owner,18.9,1197.0,82.0,5,10,Hyundai,Hyundai Grand i10 Asta
337,Fortuner 2.8 2WD MT BSIV,3000000,35000,Diesel,Individual,Manual,First Owner,14.24,2755.0,174.5,7,7,Toyota,Toyota Fortuner 2.8 2WD MT BSIV
338,KWID RXL,390000,13000,Petrol,Dealer,Manual,First Owner,20.71,799.0,53.26,5,7,Renault,Renault KWID RXL
339,Brio 1.2 VX MT,325000,40000,Petrol,Dealer,Manual,First Owner,18.5,1198.0,86.8,5,13,Honda,Honda Brio 1.2 VX MT
340,Ameo 1.2 MPI Comfortline Plus,640000,10000,Petrol,Dealer,Manual,First Owner,17.0,1198.0,73.75,5,6,Volkswagen,Volkswagen Ameo 1.2 MPI Comfortline Plus
341,Sunny XV Special Edition,450000,9000,Petrol,Dealer,Manual,First Owner,16.95,1498.0,97.7,5,13,Nissan,Nissan Sunny XV Special Edition
342,Etios Liva GD SP,400000,70000,Diesel,Dealer,Manual,Second Owner,23.59,1364.0,67.06,5,12,Toyota,Toyota Etios Liva GD SP
343,i10 Sportz,215000,60000,Petrol,Dealer,Manual,First Owner,20.36,1197.0,78.9,5,16,Hyundai,Hyundai i10 Sportz
344,Duster 85PS Diesel RxL,570000,40000,Diesel,Dealer,Manual,First Owner,20.45,1461.0,83.8,5,11,Renault,Renault Duster 85PS Diesel RxL
345,XUV500 W8 2WD,680000,93000,Diesel,Dealer,Manual,First Owner,15.1,2179.0,140.0,7,13,Mahindra,Mahindra XUV500 W8 2WD
346,Innova 2.5 V Diesel 7-seater,325000,80000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494.0,102.0,7,17,Toyota,Toyota Innova 2.5 V Diesel 7-seater
347,Indigo CS eGLX BS IV,150000,50000,Petrol,Individual,Manual,Second Owner,15.64,1193.0,64.08,5,14,Tata,Tata Indigo CS eGLX BS IV
348,Elantra SX AT,690000,68000,Petrol,Dealer,Automatic,First Owner,14.5,1797.0,147.5,5,12,Hyundai,Hyundai Elantra SX AT
349,New C-Class 220 CDI AT,1550000,25000,Diesel,Individual,Automatic,First Owner,14.84,2143.0,170.0,5,12,Mercedes-Benz,Mercedes-Benz New C-Class 220 CDI AT
350,Nano STD,64000,18000,Petrol,Dealer,Manual,First Owner,25.4,624.0,37.5,4,13,Tata,Tata Nano STD
351,Micra Diesel XL,250000,120000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5,12,Nissan,Nissan Micra Diesel XL
352,Wagon R LXI,65000,35000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5,20,Maruti,Maruti Wagon R LXI
